antecedents,consequents,antecedent support,consequent support,support,confidence,lift,leverage,conviction
frozenset({'Quantidade media de obitos'}),frozenset({'Cidade pequena'}),0.34728682170542635,0.7813953488372093,0.34728682170542635,1.0,1.2797619047619049,0.07591851451234904,inf
frozenset({'Quantidade média de casos'}),frozenset({'Cidade pequena'}),0.2496124031007752,0.7813953488372093,0.2496124031007752,1.0,1.2797619047619049,0.05456643230575087,inf
frozenset({'Escolarização Alta'}),frozenset({'IDHM alto'}),0.2775193798449612,0.8666666666666667,0.24651162790697675,0.8882681564245811,1.0249247958745167,0.005994832041343684,1.1933333333333342
frozenset({'Escolarização Média'}),frozenset({'IDHM alto'}),0.2558139534883721,0.8666666666666667,0.22790697674418606,0.8909090909090909,1.027972027972028,0.006201550387596899,1.2222222222222217
"frozenset({'Idade média de 35,0 a 36,9 anos'})",frozenset({'IDHM alto'}),0.2992248062015504,0.8666666666666667,0.26666666666666666,0.8911917098445595,1.0282981267437226,0.007338501291989652,1.2253968253968246
"frozenset({'Idade média de 37,0 a 38,9 anos'})",frozenset({'IDHM alto'}),0.324031007751938,0.8666666666666667,0.2682170542635659,0.8277511961722488,0.9550975340449024,-0.012609819121447041,0.7740740740740738
"frozenset({'Idade média de 39,0 a 45,9 anos'})",frozenset({'IDHM alto'}),0.2496124031007752,0.8666666666666667,0.24031007751937986,0.9627329192546584,1.1108456760630674,0.02397932816537468,3.577777777777781
frozenset({'Mortalidade Infantil Baixa'}),frozenset({'IDHM alto'}),0.24806201550387597,0.8666666666666667,0.21550387596899226,0.86875,1.002403846153846,0.0005167958656330796,1.0158730158730158
frozenset({'Mortalidade Infantil Média'}),frozenset({'IDHM alto'}),0.24806201550387597,0.8666666666666667,0.21705426356589147,0.875,1.0096153846153846,0.0020671834625322905,1.0666666666666664
frozenset({'Mortalidade Infantil Média-alta'}),frozenset({'IDHM alto'}),0.24651162790697675,0.8666666666666667,0.21395348837209302,0.8679245283018867,1.0014513788098693,0.00031007751937983663,1.0095238095238086
frozenset({'Muitos casos'}),frozenset({'IDHM alto'}),0.2496124031007752,0.8666666666666667,0.21550387596899226,0.8633540372670807,0.99617773530817,-0.0008268733850129162,0.9757575757575753
frozenset({'Nível alto de receitas realizadas'}),frozenset({'IDHM alto'}),0.23565891472868217,0.8666666666666667,0.2124031007751938,0.9013157894736843,1.0399797570850202,0.008165374677002596,1.351111111111112
frozenset({'Nível baixo de receitas realizadas'}),frozenset({'IDHM alto'}),0.3085271317829457,0.8666666666666667,0.26356589147286824,0.8542713567839197,0.9856977193660612,-0.0038242894056847443,0.9149425287356329
frozenset({'PIB de R$19449.95 a R$25467.09'}),frozenset({'IDHM alto'}),0.21705426356589147,0.8666666666666667,0.20775193798449612,0.9571428571428572,1.1043956043956045,0.01963824289405683,3.1111111111111134
frozenset({'PIB de R$25467.10 a R$37107.07'}),frozenset({'IDHM alto'}),0.24031007751937986,0.8666666666666667,0.22790697674418606,0.9483870967741935,1.0942928039702233,0.01963824289405683,2.5833333333333317
frozenset({'Poucas despesas empenhadas'}),frozenset({'IDHM alto'}),0.3023255813953488,0.8666666666666667,0.2558139534883721,0.8461538461538463,0.9763313609467457,-0.006201550387596899,0.866666666666667
frozenset({'Poucos casos'}),frozenset({'IDHM alto'}),0.25116279069767444,0.8666666666666667,0.2062015503875969,0.8209876543209876,0.9472934472934472,-0.011472868217054288,0.7448275862068963
frozenset({'Qtd. alta despesas empenhadas'}),frozenset({'IDHM alto'}),0.2372093023255814,0.8666666666666667,0.21550387596899226,0.9084967320261438,1.048265460030166,0.009922480620155022,1.4571428571428566
frozenset({'Qtd. média despesas empenhadas'}),frozenset({'IDHM alto'}),0.2434108527131783,0.8666666666666667,0.20775193798449612,0.8535031847133757,0.9848113669769719,-0.003204134366925071,0.9101449275362312
frozenset({'Quantidade alta de casos'}),frozenset({'IDHM alto'}),0.2496124031007752,0.8666666666666667,0.22635658914728682,0.9068322981366459,1.0463449593884375,0.010025839793281643,1.43111111111111
frozenset({'Quantidade alta de casos/100k hab'}),frozenset({'IDHM alto'}),0.3488372093023256,0.8666666666666667,0.3023255813953488,0.8666666666666666,0.9999999999999999,-5.551115123125783e-17,0.9999999999999992
frozenset({'Quantidade media de obitos'}),frozenset({'IDHM alto'}),0.34728682170542635,0.8666666666666667,0.29457364341085274,0.8482142857142858,0.9787087912087913,-0.0064082687338500866,0.8784313725490199
frozenset({'Quantidade media de obitos/100k hab'}),frozenset({'IDHM alto'}),0.2496124031007752,0.8666666666666667,0.2248062015503876,0.9006211180124224,1.0391782130912566,0.008475452196382433,1.3416666666666668
frozenset({'Quantidade media-alta de obitos'}),frozenset({'IDHM alto'}),0.34728682170542635,0.8666666666666667,0.32558139534883723,0.9375000000000001,1.0817307692307694,0.02459948320413441,2.133333333333337
frozenset({'Quantidade media-alta de obitos/100k hab'}),frozenset({'IDHM alto'}),0.2496124031007752,0.8666666666666667,0.22635658914728682,0.9068322981366459,1.0463449593884375,0.010025839793281643,1.43111111111111
frozenset({'Quantidade média de casos'}),frozenset({'IDHM alto'}),0.2496124031007752,0.8666666666666667,0.2186046511627907,0.8757763975155279,1.0105112279025321,0.0022739018087855334,1.073333333333333
frozenset({'Quantidade média de casos/100k hab'}),frozenset({'IDHM alto'}),0.35038759689922483,0.8666666666666667,0.2930232558139535,0.8362831858407079,0.9649421375085091,-0.010645994832041372,0.8144144144144141
frozenset({'Muitos casos'}),frozenset({'Nível muito alto de receitas '}),0.2496124031007752,0.2248062015503876,0.2062015503875969,0.8260869565217391,3.674662668665667,0.15008713418664743,4.457364341085272
frozenset({'Nível muito alto de receitas '}),frozenset({'Muitos casos'}),0.2248062015503876,0.2496124031007752,0.2062015503875969,0.9172413793103449,3.6746626686656674,0.15008713418664743,9.067183462532306
frozenset({'Poucas despesas empenhadas'}),frozenset({'Nível baixo de receitas realizadas'}),0.3023255813953488,0.3085271317829457,0.25116279069767444,0.8307692307692309,2.6926942404329344,0.15788714620515598,4.085976039464415
frozenset({'Nível baixo de receitas realizadas'}),frozenset({'Poucas despesas empenhadas'}),0.3085271317829457,0.3023255813953488,0.25116279069767444,0.814070351758794,2.6926942404329344,0.15788714620515598,3.7523570081709634
"frozenset({'1 posto de vacinação', 'IDHM alto'})",frozenset({'Cidade pequena'}),0.4170542635658915,0.7813953488372093,0.3984496124031008,0.9553903345724907,1.222672154363604,0.07256535063998559,4.900387596899222
"frozenset({'1 posto de vacinação', 'Cidade pequena'})",frozenset({'IDHM alto'}),0.4418604651162791,0.8666666666666667,0.3984496124031008,0.9017543859649123,1.040485829959514,0.01550387596899222,1.3571428571428572
frozenset({'1 posto de vacinação'}),"frozenset({'IDHM alto', 'Cidade pequena'})",0.4604651162790698,0.6821705426356589,0.3984496124031008,0.8653198653198654,1.268480257116621,0.08433387416621596,2.3598837209302337
"frozenset({'1 posto de vacinação', 'Nível baixo de receitas realizadas'})",frozenset({'Cidade pequena'}),0.23410852713178296,0.7813953488372093,0.23255813953488372,0.9933774834437086,1.271286660359508,0.049626825310978895,33.00930232558123
"frozenset({'1 posto de vacinação', 'Poucas despesas empenhadas'})",frozenset({'Cidade pequena'}),0.23255813953488372,0.7813953488372093,0.2310077519379845,0.9933333333333334,1.2712301587301589,0.049287903371191655,32.790697674418944
"frozenset({'1 posto de vacinação', 'Poucos casos'})",frozenset({'Cidade pequena'}),0.2,0.7813953488372093,0.2,1.0,1.2797619047619049,0.04372093023255813,inf
"frozenset({'1 posto de vacinação', 'Quantidade media de obitos'})",frozenset({'Cidade pequena'}),0.2248062015503876,0.7813953488372093,0.2248062015503876,1.0,1.2797619047619049,0.0491436812691545,inf
"frozenset({'1 posto de vacinação', 'Nível baixo de receitas realizadas'})",frozenset({'IDHM alto'}),0.23410852713178296,0.8666666666666667,0.20310077519379846,0.8675496688741722,1.001018848700968,0.00020671834625321517,1.0066666666666664
"frozenset({'1 posto de vacinação', 'Poucas despesas empenhadas'})",frozenset({'IDHM alto'}),0.23255813953488372,0.8666666666666667,0.20155038759689922,0.8666666666666667,1.0,0.0,1.0
"frozenset({'1 posto de vacinação', 'Quantidade media de obitos'})",frozenset({'IDHM alto'}),0.2248062015503876,0.8666666666666667,0.2,0.8896551724137931,1.026525198938992,0.00516795865633074,1.208333333333333
"frozenset({'1 posto de vacinação', 'Poucas despesas empenhadas'})",frozenset({'Nível baixo de receitas realizadas'}),0.23255813953488372,0.3085271317829457,0.2124031007751938,0.9133333333333334,2.960301507537689,0.14065260501171806,7.9785330948121755
"frozenset({'1 posto de vacinação', 'Nível baixo de receitas realizadas'})",frozenset({'Poucas despesas empenhadas'}),0.23410852713178296,0.3023255813953488,0.2124031007751938,0.9072847682119205,3.001018848700968,0.14162610420046873,7.524916943521593
"frozenset({'Poucas despesas empenhadas', 'Nível baixo de receitas realizadas'})",frozenset({'1 posto de vacinação'}),0.25116279069767444,0.4604651162790698,0.2124031007751938,0.845679012345679,1.8365756328719292,0.09675139715161349,3.4961860465116272
"frozenset({'IDHM alto', '20.1 a 50 hab/km^2'})",frozenset({'Cidade pequena'}),0.27286821705426356,0.7813953488372093,0.26666666666666666,0.9772727272727273,1.250676406926407,0.05344871101496304,9.6186046511628
"frozenset({'Cidade pequena', '20.1 a 50 hab/km^2'})",frozenset({'IDHM alto'}),0.2992248062015504,0.8666666666666667,0.26666666666666666,0.8911917098445595,1.0282981267437226,0.007338501291989652,1.2253968253968246
frozenset({'20.1 a 50 hab/km^2'}),"frozenset({'IDHM alto', 'Cidade pequena'})",0.3085271317829457,0.6821705426356589,0.26666666666666666,0.8643216080402011,1.2670169026952949,0.05619854576047115,2.342520815389034
"frozenset({'IDHM alto', 'Area de 158.026 a 281.033 km^2'})",frozenset({'Cidade pequena'}),0.22170542635658916,0.7813953488372093,0.2062015503875969,0.9300699300699301,1.1902680652680653,0.032961961420587715,3.1260465116279086
"frozenset({'Cidade pequena', 'Area de 158.026 a 281.033 km^2'})",frozenset({'IDHM alto'}),0.22945736434108527,0.8666666666666667,0.2062015503875969,0.8986486486486487,1.0369022869022868,0.00733850129198968,1.3155555555555558
frozenset({'Area de 158.026 a 281.033 km^2'}),"frozenset({'IDHM alto', 'Cidade pequena'})",0.2496124031007752,0.6821705426356589,0.2062015503875969,0.8260869565217391,1.2109683794466404,0.03592332191575026,1.8275193798449614
"frozenset({'Escolarização Alta', 'IDHM alto'})",frozenset({'Cidade pequena'}),0.24651162790697675,0.7813953488372093,0.20775193798449612,0.8427672955974842,1.0785414794848756,0.01512889850369567,1.3903255813953483
"frozenset({'Escolarização Alta', 'Cidade pequena'})",frozenset({'IDHM alto'}),0.2310077519379845,0.8666666666666667,0.20775193798449612,0.8993288590604026,1.0376871450696952,0.007545219638242867,1.3244444444444432
"frozenset({'Idade média de 37,0 a 38,9 anos', 'Cidade pequena'})",frozenset({'IDHM alto'}),0.24031007751937986,0.8666666666666667,0.2124031007751938,0.8838709677419355,1.0198511166253101,0.004134366925064581,1.1481481481481484
"frozenset({'Idade média de 39,0 a 45,9 anos', 'IDHM alto'})",frozenset({'Cidade pequena'}),0.24031007751937986,0.7813953488372093,0.21705426356589147,0.9032258064516129,1.1559139784946237,0.029277086713538847,2.25891472868217
"frozenset({'Idade média de 39,0 a 45,9 anos', 'Cidade pequena'})",frozenset({'IDHM alto'}),0.22325581395348837,0.8666666666666667,0.21705426356589147,0.9722222222222222,1.1217948717948718,0.023565891472868222,4.799999999999997
"frozenset({'Idade média de 39,0 a 45,9 anos'})","frozenset({'IDHM alto', 'Cidade pequena'})",0.2496124031007752,0.6821705426356589,0.21705426356589147,0.8695652173913043,1.274703557312253,0.04677603509404482,2.436692506459948
"frozenset({'IDHM alto', 'Nível alto de receitas realizadas'})",frozenset({'Cidade pequena'}),0.2124031007751938,0.7813953488372093,0.20155038759689922,0.948905109489051,1.2143726103580117,0.03557959257256174,4.278405315614614
"frozenset({'Cidade pequena', 'Nível alto de receitas realizadas'})",frozenset({'IDHM alto'}),0.22325581395348837,0.8666666666666667,0.20155038759689922,0.9027777777777778,1.0416666666666667,0.008062015503875974,1.3714285714285712
frozenset({'Nível alto de receitas realizadas'}),"frozenset({'IDHM alto', 'Cidade pequena'})",0.23565891472868217,0.6821705426356589,0.20155038759689922,0.8552631578947368,1.253738038277512,0.04079081785950364,2.195912614517266
"frozenset({'IDHM alto', 'Nível baixo de receitas realizadas'})",frozenset({'Cidade pequena'}),0.26356589147286824,0.7813953488372093,0.2527131782945736,0.9588235294117645,1.227065826330532,0.04676401658554169,5.30897009966775
"frozenset({'Cidade pequena', 'Nível baixo de receitas realizadas'})",frozenset({'IDHM alto'}),0.29767441860465116,0.8666666666666667,0.2527131782945736,0.8489583333333333,0.9795673076923076,-0.005271317829457389,0.8827586206896545
frozenset({'Nível baixo de receitas realizadas'}),"frozenset({'IDHM alto', 'Cidade pequena'})",0.3085271317829457,0.6821705426356589,0.2527131782945736,0.8190954773869347,1.2007195066240293,0.04224505738837811,1.7568906115417744
"frozenset({'IDHM alto', 'PIB até R$19449.94'})",frozenset({'Cidade pequena'}),0.2372093023255814,0.7813953488372093,0.2062015503875969,0.869281045751634,1.1124727668845316,0.020847304849468173,1.6723255813953493
"frozenset({'IDHM alto', 'Poucas despesas empenhadas'})",frozenset({'Cidade pequena'}),0.2558139534883721,0.7813953488372093,0.2496124031007752,0.9757575757575757,1.2487373737373737,0.04972056967730304,9.0174418604651
"frozenset({'Poucas despesas empenhadas', 'Cidade pequena'})",frozenset({'IDHM alto'}),0.2961240310077519,0.8666666666666667,0.2496124031007752,0.8429319371727749,0.9726137736608941,-0.007028423772609815,0.848888888888889
frozenset({'Poucas despesas empenhadas'}),"frozenset({'IDHM alto', 'Cidade pequena'})",0.3023255813953488,0.6821705426356589,0.2496124031007752,0.8256410256410257,1.2103146853146853,0.04337479718766904,1.8228454172366628
"frozenset({'IDHM alto', 'Poucos casos'})",frozenset({'Cidade pequena'}),0.2062015503875969,0.7813953488372093,0.2062015503875969,1.0,1.2797619047619049,0.04507661799170723,inf
"frozenset({'Cidade pequena', 'Poucos casos'})",frozenset({'IDHM alto'}),0.25116279069767444,0.8666666666666667,0.2062015503875969,0.8209876543209876,0.9472934472934472,-0.011472868217054288,0.7448275862068963
frozenset({'Poucos casos'}),"frozenset({'IDHM alto', 'Cidade pequena'})",0.25116279069767444,0.6821705426356589,0.2062015503875969,0.8209876543209876,1.203493265993266,0.034865693167477924,1.7754611066559742
"frozenset({'IDHM alto', 'Qtd. alta despesas empenhadas'})",frozenset({'Cidade pequena'}),0.21550387596899226,0.7813953488372093,0.2,0.9280575539568345,1.1876927029804727,0.031606273661438616,3.038604651162791
"frozenset({'Cidade pequena', 'Qtd. alta despesas empenhadas'})",frozenset({'IDHM alto'}),0.2186046511627907,0.8666666666666667,0.2,0.9148936170212766,1.055646481178396,0.010542635658914723,1.5666666666666662
frozenset({'Qtd. alta despesas empenhadas'}),"frozenset({'IDHM alto', 'Cidade pequena'})",0.2372093023255814,0.6821705426356589,0.2,0.8431372549019608,1.23596256684492,0.038182801514332065,2.0261627906976747
"frozenset({'IDHM alto', 'Quantidade alta de casos'})",frozenset({'Cidade pequena'}),0.22635658914728682,0.7813953488372093,0.2124031007751938,0.9383561643835617,1.200872472276582,0.03552911483684876,3.5462532299741656
"frozenset({'Cidade pequena', 'Quantidade alta de casos'})",frozenset({'IDHM alto'}),0.23565891472868217,0.8666666666666667,0.2124031007751938,0.9013157894736843,1.0399797570850202,0.008165374677002596,1.351111111111112
frozenset({'Quantidade alta de casos'}),"frozenset({'IDHM alto', 'Cidade pequena'})",0.2496124031007752,0.6821705426356589,0.2124031007751938,0.8509316770186336,1.2473884810841334,0.04212487230334716,2.1321059431524554
"frozenset({'IDHM alto', 'Quantidade alta de casos/100k hab'})",frozenset({'Cidade pequena'}),0.3023255813953488,0.7813953488372093,0.24806201550387597,0.8205128205128206,1.05006105006105,0.011826212367045258,1.2179401993355488
"frozenset({'Cidade pequena', 'Quantidade alta de casos/100k hab'})",frozenset({'IDHM alto'}),0.27596899224806204,0.8666666666666667,0.24806201550387597,0.8988764044943819,1.0371650821089022,0.008888888888888863,1.3185185185185164
"frozenset({'Quantidade media de obitos', 'IDHM alto'})",frozenset({'Cidade pequena'}),0.29457364341085274,0.7813953488372093,0.29457364341085274,1.0,1.2797619047619049,0.06439516855958177,inf
"frozenset({'Quantidade media de obitos', 'Cidade pequena'})",frozenset({'IDHM alto'}),0.34728682170542635,0.8666666666666667,0.29457364341085274,0.8482142857142858,0.9787087912087913,-0.0064082687338500866,0.8784313725490199
frozenset({'Quantidade media de obitos'}),"frozenset({'IDHM alto', 'Cidade pequena'})",0.34728682170542635,0.6821705426356589,0.29457364341085274,0.8482142857142858,1.2434050324675325,0.05766480379784872,2.0939352485180134
"frozenset({'Quantidade media-alta de obitos', 'Cidade pequena'})",frozenset({'IDHM alto'}),0.2775193798449612,0.8666666666666667,0.2589147286821705,0.9329608938547486,1.0764933390631715,0.018397932816537454,1.9888888888888872
"frozenset({'IDHM alto', 'Quantidade média de casos'})",frozenset({'Cidade pequena'}),0.2186046511627907,0.7813953488372093,0.2186046511627907,1.0,1.2797619047619049,0.0477879935100054,inf
"frozenset({'Cidade pequena', 'Quantidade média de casos'})",frozenset({'IDHM alto'}),0.2496124031007752,0.8666666666666667,0.2186046511627907,0.8757763975155279,1.0105112279025321,0.0022739018087855334,1.073333333333333
frozenset({'Quantidade média de casos'}),"frozenset({'IDHM alto', 'Cidade pequena'})",0.2496124031007752,0.6821705426356589,0.2186046511627907,0.8757763975155279,1.2838085827216261,0.04832642269094406,2.5585271317829457
"frozenset({'Cidade pequena', 'Quantidade média de casos/100k hab'})",frozenset({'IDHM alto'}),0.24806201550387597,0.8666666666666667,0.20310077519379846,0.8187500000000001,0.9447115384615385,-0.011886304909560719,0.7356321839080462
"frozenset({'Poucas despesas empenhadas', 'Cidade pequena'})",frozenset({'Nível baixo de receitas realizadas'}),0.2961240310077519,0.3085271317829457,0.2496124031007752,0.8429319371727749,2.7321160777710545,0.15825010516194943,4.402377260981914
"frozenset({'Poucas despesas empenhadas', 'Nível baixo de receitas realizadas'})",frozenset({'Cidade pequena'}),0.25116279069767444,0.7813953488372093,0.2496124031007752,0.9938271604938271,1.2718621399176955,0.053354966648638896,35.41395348837194
"frozenset({'Cidade pequena', 'Nível baixo de receitas realizadas'})",frozenset({'Poucas despesas empenhadas'}),0.29767441860465116,0.3023255813953488,0.2496124031007752,0.8385416666666667,2.7736378205128207,0.1596178114296016,4.321080270067519
frozenset({'Poucas despesas empenhadas'}),"frozenset({'Cidade pequena', 'Nível baixo de receitas realizadas'})",0.3023255813953488,0.29767441860465116,0.2496124031007752,0.8256410256410257,2.7736378205128207,0.1596178114296016,4.028043775649796
frozenset({'Nível baixo de receitas realizadas'}),"frozenset({'Poucas despesas empenhadas', 'Cidade pequena'})",0.3085271317829457,0.2961240310077519,0.2496124031007752,0.8090452261306533,2.7321160777710545,0.15825010516194943,3.6860873113015105
"frozenset({'Poucas despesas empenhadas', 'Nível baixo de receitas realizadas'})",frozenset({'IDHM alto'}),0.25116279069767444,0.8666666666666667,0.20930232558139536,0.8333333333333333,0.9615384615384615,-0.008372093023255839,0.7999999999999995
"frozenset({'Poucas despesas empenhadas', 'IDHM alto'})",frozenset({'Nível baixo de receitas realizadas'}),0.2558139534883721,0.3085271317829457,0.20930232558139536,0.8181818181818182,2.651895842850617,0.13037678024157204,3.8031007751938
"frozenset({'1 posto de vacinação', 'IDHM alto', 'Nível baixo de receitas realizadas'})",frozenset({'Cidade pequena'}),0.20310077519379846,0.7813953488372093,0.20155038759689922,0.9923664122137404,1.269992729916394,0.042848386515233455,28.637209302325534
"frozenset({'1 posto de vacinação', 'Cidade pequena', 'Nível baixo de receitas realizadas'})",frozenset({'IDHM alto'}),0.23255813953488372,0.8666666666666667,0.20155038759689922,0.8666666666666667,1.0,0.0,1.0
"frozenset({'1 posto de vacinação', 'Nível baixo de receitas realizadas'})","frozenset({'IDHM alto', 'Cidade pequena'})",0.23410852713178296,0.6821705426356589,0.20155038759689922,0.8609271523178808,1.262040939193257,0.04184844660777598,2.2853451458102616
"frozenset({'1 posto de vacinação', 'IDHM alto', 'Poucas despesas empenhadas'})",frozenset({'Cidade pequena'}),0.20155038759689922,0.7813953488372093,0.2,0.9923076923076923,1.2699175824175826,0.042509464575446215,28.418604651162894
"frozenset({'1 posto de vacinação', 'Poucas despesas empenhadas', 'Cidade pequena'})",frozenset({'IDHM alto'}),0.2310077519379845,0.8666666666666667,0.2,0.8657718120805369,0.9989674754775425,-0.00020671834625324292,0.993333333333333
"frozenset({'IDHM alto', 'Cidade pequena', 'Poucas despesas empenhadas'})",frozenset({'1 posto de vacinação'}),0.2496124031007752,0.4604651162790698,0.2,0.8012422360248447,1.7400715226802181,0.08506219578150352,2.7145348837209293
"frozenset({'1 posto de vacinação', 'Poucas despesas empenhadas'})","frozenset({'IDHM alto', 'Cidade pequena'})",0.23255813953488372,0.6821705426356589,0.2,0.8600000000000001,1.2606818181818182,0.04135568775914911,2.270210409745295
"frozenset({'1 posto de vacinação', 'IDHM alto', 'Quantidade media de obitos'})",frozenset({'Cidade pequena'}),0.2,0.7813953488372093,0.2,1.0,1.2797619047619049,0.04372093023255813,inf
"frozenset({'1 posto de vacinação', 'Cidade pequena', 'Quantidade media de obitos'})",frozenset({'IDHM alto'}),0.2248062015503876,0.8666666666666667,0.2,0.8896551724137931,1.026525198938992,0.00516795865633074,1.208333333333333
"frozenset({'1 posto de vacinação', 'Quantidade media de obitos'})","frozenset({'IDHM alto', 'Cidade pequena'})",0.2248062015503876,0.6821705426356589,0.2,0.8896551724137931,1.304153605015674,0.046643831500510796,2.880329457364341
"frozenset({'1 posto de vacinação', 'Poucas despesas empenhadas', 'Cidade pequena'})",frozenset({'Nível baixo de receitas realizadas'}),0.2310077519379845,0.3085271317829457,0.2124031007751938,0.9194630872483222,2.9801693028902907,0.14113094165014123,8.585788113695092
"frozenset({'1 posto de vacinação', 'Poucas despesas empenhadas', 'Nível baixo de receitas realizadas'})",frozenset({'Cidade pequena'}),0.2124031007751938,0.7813953488372093,0.2124031007751938,1.0,1.2797619047619049,0.04643230575085633,inf
"frozenset({'1 posto de vacinação', 'Cidade pequena', 'Nível baixo de receitas realizadas'})",frozenset({'Poucas despesas empenhadas'}),0.23255813953488372,0.3023255813953488,0.2124031007751938,0.9133333333333334,3.0210256410256418,0.14209482603208945,8.050089445438292
"frozenset({'Poucas despesas empenhadas', 'Cidade pequena', 'Nível baixo de receitas realizadas'})",frozenset({'1 posto de vacinação'}),0.2496124031007752,0.4604651162790698,0.2124031007751938,0.8509316770186336,1.8479829349394568,0.09746529655669732,3.6193798449612413
"frozenset({'1 posto de vacinação', 'Poucas despesas empenhadas'})","frozenset({'Cidade pequena', 'Nível baixo de receitas realizadas'})",0.23255813953488372,0.29767441860465116,0.2124031007751938,0.9133333333333334,3.0682291666666672,0.14317649179736797,8.10375670840788
